W,H,rP,ciclo,media_presas_ultimos_pontos,media_predadores_ultimos_pontos,fase_do_ciclo,fase_da_configuracao
W3,0.99,0.03,5,220307.5,13727.3,coexistencia,coexistencia
W3,0.99,0.05,1,120548.7,54555.6,coexistencia,coexistencia
W3,0.99,0.05,2,110414.3,63461.5,coexistencia,coexistencia
W3,0.99,0.05,3,109658.2,62822.8,coexistencia,coexistencia
W3,0.99,0.05,4,107368.2,64315.1,coexistencia,coexistencia
W3,0.99,0.05,5,111597.6,60590.1,coexistencia,coexistencia
W3,0.99,0.1,1,59368.0,68475.5,coexistencia,coexistencia
W3,0.99,0.1,2,54391.4,75964.2,coexistencia,coexistencia
W3,0.99,0.1,3,55258.2,74305.1,coexistencia,coexistencia
W3,0.99,0.1,4,53633.4,75644.1,coexistencia,coexistencia
W3,0.99,0.1,5,56200.6,72518.8,coexistencia,coexistencia
W3,0.99,0.16,1,39202.6,65823.4,coexistencia,coexistencia
W3,0.99,0.16,2,36189.3,72311.6,coexistencia,coexistencia
W3,0.99,0.16,3,36212.6,70632.6,coexistencia,coexistencia
W3,0.99,0.16,4,35325.2,71918.6,coexistencia,coexistencia
W3,0.99,0.16,5,36872.9,69276.3,coexistencia,coexistencia
W3,0.99,0.2,1,32254.0,61936.2,coexistencia,coexistencia
W3,0.99,0.2,2,31078.8,68084.9,coexistencia,coexistencia
W3,0.99,0.2,3,31020.7,66786.5,coexistencia,coexistencia
W3,0.99,0.2,4,28562.7,68551.3,coexistencia,coexistencia
W3,0.99,0.2,5,30373.4,65057.1,coexistencia,coexistencia
W3,0.99,0.25,1,26844.3,58426.1,coexistencia,coexistencia
W3,0.99,0.25,2,25221.8,65664.8,coexistencia,coexistencia
W3,0.99,0.25,3,25378.9,62902.8,coexistencia,coexistencia
W3,0.99,0.25,4,25903.4,63606.0,coexistencia,coexistencia
W3,0.99,0.25,5,26048.9,61088.1,coexistencia,coexistencia
W3,0.99,0.3,1,23405.0,54518.8,coexistencia,coexistencia
W3,0.99,0.3,2,21604.9,61883.9,coexistencia,coexistencia
W3,0.99,0.3,3,22201.5,60183.1,coexistencia,coexistencia
W3,0.99,0.3,4,20992.7,60953.1,coexistencia,coexistencia
W3,0.99,0.3,5,22176.3,57530.1,coexistencia,coexistencia
W3,0.99,0.35,1,20992.1,51849.6,coexistencia,coexistencia
W3,0.99,0.35,2,18390.2,58915.5,coexistencia,coexistencia
W3,0.99,0.35,3,19099.5,58143.2,coexistencia,coexistencia
W3,0.99,0.35,4,17703.5,58615.8,coexistencia,coexistencia
W3,0.99,0.35,5,19349.8,54382.5,coexistencia,coexistencia
W3,0.99,0.4,1,18582.0,50486.6,coexistencia,coexistencia
W3,0.99,0.4,2,16517.8,57894.1,coexistencia,coexistencia
W3,0.99,0.4,3,17373.0,56193.0,coexistencia,coexistencia
W3,0.99,0.4,4,15719.5,57419.7,coexistencia,coexistencia
W3,0.99,0.4,5,17322.5,52194.0,coexistencia,coexistencia
W3,0.99,0.42,1,16824.3,51526.2,coexistencia,coexistencia
W3,0.99,0.42,2,16231.2,54790.2,coexistencia,coexistencia
W3,0.99,0.42,3,15781.7,54188.6,coexistencia,coexistencia
W3,0.99,0.42,4,15372.4,55226.1,coexistencia,coexistencia
W3,0.99,0.42,5,16732.3,50726.7,coexistencia,coexistencia
W3,0.99,0.45,1,16023.4,49514.0,coexistencia,indeterminado
W3,0.99,0.45,2,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.45,3,14382.5,53183.4,coexistencia,indeterminado
W3,0.99,0.45,4,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.45,5,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.48,1,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.48,2,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.48,3,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.48,4,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.48,5,13384.0,49709.3,coexistencia,indeterminado
W3,0.99,0.49,1,13518.8,47719.3,coexistencia,indeterminado
W3,0.99,0.49,2,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.49,3,13285.0,52667.7,coexistencia,indeterminado
W3,0.99,0.49,4,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.49,5,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.5,1,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.5,2,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.5,3,0.0,0.0,extincao_total,indeterminado
W3,0.99,0.5,4,12752.8,47579.1,coexistencia,indeterminado
W3,0.99,0.5,5,13192.0,50928.3,coexistencia,indeterminado
W2,0.99,0.01,1,244159.3,0.0,dominancia_presas,dominancia_presas
W2,0.99,0.01,2,246700.1,0.0,dominancia_presas,dominancia_presas
W2,0.99,0.01,3,246645.1,0.0,dominancia_presas,dominancia_presas
W2,0.99,0.01,4,247230.1,0.0,dominancia_presas,dominancia_presas
W2,0.99,0.01,5,246051.2,0.0,dominancia_presas,dominancia_presas
W2,0.99,0.03,1,228425.0,8328.3,coexistencia,coexistencia
W2,0.99,0.03,2,203782.6,23520.6,coexistencia,coexistencia
W2,0.99,0.03,3,212039.8,18594.2,coexistencia,coexistencia
W2,0.99,0.03,4,210171.5,19807.5,coexistencia,coexistencia
W2,0.99,0.03,5,219049.1,14282.4,coexistencia,coexistencia
W2,0.99,0.05,1,120167.8,54823.2,coexistencia,coexistencia
W2,0.99,0.05,2,110323.0,63614.8,coexistencia,coexistencia
W2,0.99,0.05,3,109950.6,62656.4,coexistencia,coexistencia
W2,0.99,0.05,4,106921.4,64553.8,coexistencia,coexistencia
W2,0.99,0.05,5,111784.2,60644.7,coexistencia,coexistencia
W2,0.99,0.1,1,58977.3,68715.1,coexistencia,coexistencia
W2,0.99,0.1,2,54449.2,75752.6,coexistencia,coexistencia
W2,0.99,0.1,3,54591.3,74813.8,coexistencia,coexistencia
W2,0.99,0.1,4,53395.8,76001.2,coexistencia,coexistencia
W2,0.99,0.1,5,55150.4,72839.0,coexistencia,coexistencia
W2,0.99,0.16,1,38277.2,66163.7,coexistencia,coexistencia
W2,0.99,0.16,2,36525.3,72809.1,coexistencia,coexistencia
W2,0.99,0.16,3,35649.6,71740.6,coexistencia,coexistencia
W2,0.99,0.16,4,34530.0,72605.5,coexistencia,coexistencia
W2,0.99,0.16,5,35742.1,69789.0,coexistencia,coexistencia
W2,0.99,0.2,1,32557.3,62734.8,coexistencia,coexistencia
W2,0.99,0.2,2,29826.7,69345.4,coexistencia,coexistencia
W2,0.99,0.2,3,30021.6,68380.8,coexistencia,coexistencia
W2,0.99,0.2,4,29790.0,69443.7,coexistencia,coexistencia
W2,0.99,0.2,5,29767.0,65520.4,coexistencia,coexistencia
W2,0.99,0.25,1,27195.0,59666.1,coexistencia,coexistencia
W2,0.99,0.25,2,25049.7,65953.0,coexistencia,coexistencia
W2,0.99,0.25,3,24642.9,62896.8,coexistencia,coexistencia
W2,0.99,0.25,4,24156.9,65515.8,coexistencia,coexistencia
W2,0.99,0.25,5,25026.7,61082.1,coexistencia,coexistencia
W2,0.99,0.3,1,23890.7,55103.4,coexistencia,coexistencia
W2,0.99,0.3,2,22905.9,61972.4,coexistencia,coexistencia
W2,0.99,0.3,3,21796.7,60602.0,coexistencia,coexistencia
W2,0.99,0.3,4,20990.7,61500.2,coexistencia,coexistencia
W2,0.99,0.3,5,21821.3,59286.2,coexistencia,coexistencia
W2,0.99,0.35,1,20417.3,52981.5,coexistencia,coexistencia
W2,0.99,0.35,2,18419.4,59841.8,coexistencia,coexistencia
W2,0.99,0.35,3,17999.6,58009.2,coexistencia,coexistencia
W2,0.99,0.35,4,18251.4,59742.3,coexistencia,coexistencia
W2,0.99,0.35,5,19383.5,56875.1,coexistencia,coexistencia
W2,0.99,0.4,1,17348.1,51455.7,coexistencia,coexistencia
W2,0.99,0.4,2,16173.6,57654.2,coexistencia,coexistencia
W2,0.99,0.4,3,16109.9,58138.5,coexistencia,coexistencia
W2,0.99,0.4,4,16402.1,58180.0,coexistencia,coexistencia
W2,0.99,0.4,5,16604.3,55411.8,coexistencia,coexistencia
W2,0.99,0.42,1,16294.3,50913.9,coexistencia,coexistencia
W2,0.99,0.42,2,15435.3,57652.3,coexistencia,coexistencia
W2,0.99,0.42,3,15300.8,55809.7,coexistencia,coexistencia
W2,0.99,0.42,4,15363.9,56526.9,coexistencia,coexistencia
W2,0.99,0.42,5,16065.0,53738.8,coexistencia,coexistencia
W2,0.99,0.45,1,14113.3,47802.5,coexistencia,coexistencia
W2,0.99,0.45,2,14557.8,56442.1,coexistencia,coexistencia
W2,0.99,0.45,3,13504.1,54962.3,coexistencia,coexistencia
W2,0.99,0.45,4,14565.8,55610.3,coexistencia,coexistencia
W2,0.99,0.45,5,13745.3,53156.1,coexistencia,coexistencia
W2,0.99,0.48,1,13618.5,48646.8,coexistencia,indeterminado
W2,0.99,0.48,2,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.48,3,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.48,4,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.48,5,12021.3,50323.4,coexistencia,indeterminado
W2,0.99,0.49,1,13210.7,47436.1,coexistencia,indeterminado
W2,0.99,0.49,2,12250.9,56846.2,coexistencia,indeterminado
W2,0.99,0.49,3,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.49,4,12359.0,54520.7,coexistencia,indeterminado
W2,0.99,0.49,5,13154.6,51041.8,coexistencia,indeterminado
W2,0.99,0.5,1,13709.5,48370.8,coexistencia,indeterminado
W2,0.99,0.5,2,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.5,3,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.5,4,0.0,0.0,extincao_total,indeterminado
W2,0.99,0.5,5,0.0,0.0,extincao_total,indeterminado
