W,H,rP,ciclo,media_presas_ultimos_pontos,media_predadores_ultimos_pontos,fase_do_ciclo,fase_da_configuracao
W5,0.01,0.01,1,244721.8,0.0,dominancia_presas,dominancia_presas
W5,0.01,0.01,2,245229.9,0.0,dominancia_presas,dominancia_presas
W5,0.01,0.01,3,244937.4,0.0,dominancia_presas,dominancia_presas
W5,0.01,0.01,4,245056.8,0.0,dominancia_presas,dominancia_presas
W5,0.01,0.01,5,244656.0,0.0,dominancia_presas,dominancia_presas
W5,0.01,0.03,1,237921.1,3573.3,coexistencia,coexistencia
W5,0.01,0.03,2,236690.4,4347.6,coexistencia,coexistencia
W5,0.01,0.03,3,239039.3,3059.7,coexistencia,coexistencia
W5,0.01,0.03,4,236036.7,4669.5,coexistencia,coexistencia
W5,0.01,0.03,5,239646.2,2657.9,coexistencia,coexistencia
W5,0.01,0.05,1,116468.8,56253.5,coexistencia,coexistencia
W5,0.01,0.05,2,114399.2,57746.7,coexistencia,coexistencia
W5,0.01,0.05,3,115350.6,57103.2,coexistencia,coexistencia
W5,0.01,0.05,4,115184.2,57512.4,coexistencia,coexistencia
W5,0.01,0.05,5,116095.9,56773.2,coexistencia,coexistencia
W5,0.01,0.1,1,56811.3,70605.9,coexistencia,coexistencia
W5,0.01,0.1,2,56338.7,71433.2,coexistencia,coexistencia
W5,0.01,0.1,3,56244.3,71336.8,coexistencia,coexistencia
W5,0.01,0.1,4,56153.6,71599.3,coexistencia,coexistencia
W5,0.01,0.1,5,56861.4,70346.6,coexistencia,coexistencia
W5,0.01,0.16,1,36531.1,68326.1,coexistencia,coexistencia
W5,0.01,0.16,2,36089.5,70389.4,coexistencia,coexistencia
W5,0.01,0.16,3,36362.6,69140.5,coexistencia,coexistencia
W5,0.01,0.16,4,36041.5,69794.2,coexistencia,coexistencia
W5,0.01,0.16,5,36732.2,69118.6,coexistencia,coexistencia
W5,0.01,0.2,1,30122.1,65772.7,coexistencia,coexistencia
W5,0.01,0.2,2,30418.7,66644.1,coexistencia,coexistencia
W5,0.01,0.2,3,29275.0,66097.2,coexistencia,coexistencia
W5,0.01,0.2,4,29564.1,67574.7,coexistencia,coexistencia
W5,0.01,0.2,5,29938.1,65710.1,coexistencia,coexistencia
W5,0.01,0.25,1,24728.9,61914.3,coexistencia,coexistencia
W5,0.01,0.25,2,24766.7,62686.8,coexistencia,coexistencia
W5,0.01,0.25,3,24827.8,63166.3,coexistencia,coexistencia
W5,0.01,0.25,4,23890.5,63188.2,coexistencia,coexistencia
W5,0.01,0.25,5,24564.0,62354.1,coexistencia,coexistencia
W5,0.01,0.3,1,21227.8,58447.0,coexistencia,coexistencia
W5,0.01,0.3,2,21656.9,61293.8,coexistencia,coexistencia
W5,0.01,0.3,3,20864.4,59947.5,coexistencia,coexistencia
W5,0.01,0.3,4,20700.5,60732.1,coexistencia,coexistencia
W5,0.01,0.3,5,21293.5,60196.5,coexistencia,coexistencia
W5,0.01,0.35,1,18230.2,57011.7,coexistencia,coexistencia
W5,0.01,0.35,2,18217.6,58596.5,coexistencia,coexistencia
W5,0.01,0.35,3,18461.7,59222.0,coexistencia,coexistencia
W5,0.01,0.35,4,17724.0,58826.2,coexistencia,coexistencia
W5,0.01,0.35,5,18466.0,57522.7,coexistencia,coexistencia
W5,0.01,0.4,1,16366.3,55976.6,coexistencia,coexistencia
W5,0.01,0.4,2,15718.9,56553.6,coexistencia,coexistencia
W5,0.01,0.4,3,15136.5,56781.6,coexistencia,coexistencia
W5,0.01,0.4,4,15504.3,57423.9,coexistencia,coexistencia
W5,0.01,0.4,5,15630.1,55997.3,coexistencia,coexistencia
W5,0.01,0.42,1,15078.3,56610.8,coexistencia,indeterminado
W5,0.01,0.42,2,15152.7,55962.0,coexistencia,indeterminado
W5,0.01,0.42,3,0.0,0.0,extincao_total,indeterminado
W5,0.01,0.42,4,0.0,0.0,extincao_total,indeterminado
W5,0.01,0.42,5,15182.3,56122.9,coexistencia,indeterminado
W5,0.01,0.45,1,0.0,0.0,extincao_total,indeterminado
W5,0.01,0.45,2,0.0,0.0,extincao_total,indeterminado
W5,0.01,0.45,3,0.0,0.0,extincao_total,indeterminado
W5,0.01,0.45,4,13583.6,55495.5,coexistencia,indeterminado
W5,0.01,0.45,5,0.0,0.0,extincao_total,indeterminado
W5,0.01,0.48,1,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.48,2,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.48,3,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.48,4,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.48,5,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.49,1,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.49,2,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.49,3,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.49,4,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.49,5,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.5,1,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.5,2,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.5,3,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.5,4,0.0,0.0,extincao_total,extincao_total
W5,0.01,0.5,5,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.01,1,245251.5,0.0,dominancia_presas,dominancia_presas
W4,0.01,0.01,2,245573.8,0.0,dominancia_presas,dominancia_presas
W4,0.01,0.01,3,245230.8,0.0,dominancia_presas,dominancia_presas
W4,0.01,0.01,4,245309.6,0.0,dominancia_presas,dominancia_presas
W4,0.01,0.01,5,245226.6,0.0,dominancia_presas,dominancia_presas
W4,0.01,0.03,1,237499.8,4067.5,coexistencia,coexistencia
W4,0.01,0.03,2,235194.8,5384.7,coexistencia,coexistencia
W4,0.01,0.03,3,237808.5,3800.1,coexistencia,coexistencia
W4,0.01,0.03,4,233856.6,5986.2,coexistencia,coexistencia
W4,0.01,0.03,5,237936.2,3724.9,coexistencia,coexistencia
W4,0.01,0.05,1,114589.8,57700.1,coexistencia,coexistencia
W4,0.01,0.05,2,112808.4,59023.7,coexistencia,coexistencia
W4,0.01,0.05,3,114207.7,58039.5,coexistencia,coexistencia
W4,0.01,0.05,4,113409.2,58485.8,coexistencia,coexistencia
W4,0.01,0.05,5,114952.3,57640.5,coexistencia,coexistencia
W4,0.01,0.1,1,55793.5,71655.9,coexistencia,coexistencia
W4,0.01,0.1,2,55720.2,72496.6,coexistencia,coexistencia
W4,0.01,0.1,3,56345.5,71461.3,coexistencia,coexistencia
W4,0.01,0.1,4,55725.9,71926.8,coexistencia,coexistencia
W4,0.01,0.1,5,56434.2,71182.9,coexistencia,coexistencia
W4,0.01,0.16,1,36340.5,69236.2,coexistencia,coexistencia
W4,0.01,0.16,2,35570.7,70527.8,coexistencia,coexistencia
W4,0.01,0.16,3,36714.4,69543.5,coexistencia,coexistencia
W4,0.01,0.16,4,35768.1,70036.4,coexistencia,coexistencia
W4,0.01,0.16,5,36518.8,69332.9,coexistencia,coexistencia
W4,0.01,0.2,1,29356.0,66003.3,coexistencia,coexistencia
W4,0.01,0.2,2,28767.9,67241.0,coexistencia,coexistencia
W4,0.01,0.2,3,29571.1,66192.4,coexistencia,coexistencia
W4,0.01,0.2,4,29830.8,67534.0,coexistencia,coexistencia
W4,0.01,0.2,5,30053.8,66491.5,coexistencia,coexistencia
W4,0.01,0.25,1,24965.5,62249.7,coexistencia,coexistencia
W4,0.01,0.25,2,24114.2,63826.0,coexistencia,coexistencia
W4,0.01,0.25,3,24299.8,62931.9,coexistencia,coexistencia
W4,0.01,0.25,4,24217.6,63228.9,coexistencia,coexistencia
W4,0.01,0.25,5,24647.4,62020.3,coexistencia,coexistencia
W4,0.01,0.3,1,20643.8,60549.2,coexistencia,coexistencia
W4,0.01,0.3,2,21614.9,60790.6,coexistencia,coexistencia
W4,0.01,0.3,3,20425.9,59102.1,coexistencia,coexistencia
W4,0.01,0.3,4,20484.6,60074.7,coexistencia,coexistencia
W4,0.01,0.3,5,21015.9,60024.9,coexistencia,coexistencia
W4,0.01,0.35,1,18986.0,57661.0,coexistencia,coexistencia
W4,0.01,0.35,2,17663.4,59440.0,coexistencia,coexistencia
W4,0.01,0.35,3,18347.2,58565.3,coexistencia,coexistencia
W4,0.01,0.35,4,17822.4,58789.0,coexistencia,coexistencia
W4,0.01,0.35,5,17518.0,57659.1,coexistencia,coexistencia
W4,0.01,0.4,1,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.4,2,15031.9,57890.5,coexistencia,indeterminado
W4,0.01,0.4,3,15521.5,57515.7,coexistencia,indeterminado
W4,0.01,0.4,4,16156.0,58021.7,coexistencia,indeterminado
W4,0.01,0.4,5,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.42,1,15624.8,55612.6,coexistencia,indeterminado
W4,0.01,0.42,2,14854.8,56428.6,coexistencia,indeterminado
W4,0.01,0.42,3,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.42,4,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.42,5,14904.6,55422.8,coexistencia,indeterminado
W4,0.01,0.45,1,13831.8,54456.6,coexistencia,indeterminado
W4,0.01,0.45,2,13532.4,56454.2,coexistencia,indeterminado
W4,0.01,0.45,3,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.45,4,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.45,5,0.0,0.0,extincao_total,indeterminado
W4,0.01,0.48,1,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.48,2,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.48,3,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.48,4,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.48,5,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.49,1,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.49,2,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.49,3,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.49,4,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.49,5,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.5,1,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.5,2,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.5,3,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.5,4,0.0,0.0,extincao_total,extincao_total
W4,0.01,0.5,5,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.01,1,245290.0,0.0,dominancia_presas,dominancia_presas
W3,0.01,0.01,2,245633.8,0.0,dominancia_presas,dominancia_presas
W3,0.01,0.01,3,245355.8,0.0,dominancia_presas,dominancia_presas
W3,0.01,0.01,4,245413.6,0.0,dominancia_presas,dominancia_presas
W3,0.01,0.01,5,245378.1,0.0,dominancia_presas,dominancia_presas
W3,0.01,0.03,1,235884.8,4921.6,coexistencia,coexistencia
W3,0.01,0.03,2,234732.9,5629.5,coexistencia,coexistencia
W3,0.01,0.03,3,237422.2,4081.9,coexistencia,coexistencia
W3,0.01,0.03,4,232424.8,6766.7,coexistencia,coexistencia
W3,0.01,0.03,5,238275.8,3616.9,coexistencia,coexistencia
W3,0.01,0.05,1,113328.5,58461.4,coexistencia,coexistencia
W3,0.01,0.05,2,112734.9,59303.8,coexistencia,coexistencia
W3,0.01,0.05,3,113636.9,58194.8,coexistencia,coexistencia
W3,0.01,0.05,4,113274.3,58735.8,coexistencia,coexistencia
W3,0.01,0.05,5,114184.3,58103.5,coexistencia,coexistencia
W3,0.01,0.1,1,55867.5,71841.9,coexistencia,coexistencia
W3,0.01,0.1,2,55360.4,72545.3,coexistencia,coexistencia
W3,0.01,0.1,3,56316.1,71584.1,coexistencia,coexistencia
W3,0.01,0.1,4,55442.6,72171.3,coexistencia,coexistencia
W3,0.01,0.1,5,56211.9,71384.1,coexistencia,coexistencia
W3,0.01,0.16,1,35991.7,69480.3,coexistencia,coexistencia
W3,0.01,0.16,2,36509.0,70635.4,coexistencia,coexistencia
W3,0.01,0.16,3,35814.7,69439.7,coexistencia,coexistencia
W3,0.01,0.16,4,36187.3,70240.3,coexistencia,coexistencia
W3,0.01,0.16,5,35511.0,69408.1,coexistencia,coexistencia
W3,0.01,0.2,1,29711.0,67066.0,coexistencia,coexistencia
W3,0.01,0.2,2,29049.1,67113.5,coexistencia,coexistencia
W3,0.01,0.2,3,30129.4,66496.9,coexistencia,coexistencia
W3,0.01,0.2,4,30230.0,67607.2,coexistencia,coexistencia
W3,0.01,0.2,5,30030.7,66461.2,coexistencia,coexistencia
W3,0.01,0.25,1,24956.9,62807.6,coexistencia,coexistencia
W3,0.01,0.25,2,24040.9,63625.4,coexistencia,coexistencia
W3,0.01,0.25,3,24890.2,63152.9,coexistencia,coexistencia
W3,0.01,0.25,4,24072.3,63096.7,coexistencia,coexistencia
W3,0.01,0.25,5,24345.3,62625.2,coexistencia,coexistencia
W3,0.01,0.3,1,20936.4,59892.7,coexistencia,coexistencia
W3,0.01,0.3,2,20794.8,61095.3,coexistencia,coexistencia
W3,0.01,0.3,3,20901.4,59898.2,coexistencia,coexistencia
W3,0.01,0.3,4,20781.6,60929.6,coexistencia,coexistencia
W3,0.01,0.3,5,21314.3,60013.6,coexistencia,coexistencia
W3,0.01,0.35,1,18383.6,58219.4,coexistencia,coexistencia
W3,0.01,0.35,2,17500.5,58910.6,coexistencia,coexistencia
W3,0.01,0.35,3,17262.5,58452.9,coexistencia,coexistencia
W3,0.01,0.35,4,17905.6,58911.3,coexistencia,coexistencia
W3,0.01,0.35,5,18265.0,58145.4,coexistencia,coexistencia
W3,0.01,0.4,1,16203.7,56638.4,coexistencia,coexistencia
W3,0.01,0.4,2,14764.7,56818.3,coexistencia,coexistencia
W3,0.01,0.4,3,14744.9,56029.0,coexistencia,coexistencia
W3,0.01,0.4,4,15521.1,56478.6,coexistencia,coexistencia
W3,0.01,0.4,5,15972.2,57069.4,coexistencia,coexistencia
W3,0.01,0.42,1,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.42,2,15650.1,56525.1,coexistencia,indeterminado
W3,0.01,0.42,3,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.42,4,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.42,5,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.45,1,14333.8,55957.7,coexistencia,indeterminado
W3,0.01,0.45,2,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.45,3,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.45,4,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.45,5,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.48,1,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.48,2,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.48,3,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.48,4,12468.9,55184.4,coexistencia,indeterminado
W3,0.01,0.48,5,0.0,0.0,extincao_total,indeterminado
W3,0.01,0.49,1,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.49,2,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.49,3,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.49,4,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.49,5,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.5,1,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.5,2,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.5,3,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.5,4,0.0,0.0,extincao_total,extincao_total
W3,0.01,0.5,5,0.0,0.0,extincao_total,extincao_total
W2,0.01,0.01,1,245404.9,0.0,dominancia_presas,dominancia_presas
W2,0.01,0.01,2,245651.2,0.0,dominancia_presas,dominancia_presas
W2,0.01,0.01,3,245361.9,0.0,dominancia_presas,dominancia_presas
W2,0.01,0.01,4,245472.2,0.0,dominancia_presas,dominancia_presas
W2,0.01,0.01,5,245322.8,0.0,dominancia_presas,dominancia_presas
W2,0.01,0.03,1,236752.9,4501.8,coexistencia,coexistencia
W2,0.01,0.03,2,234444.0,5797.1,coexistencia,coexistencia
W2,0.01,0.03,3,236175.1,4734.3,coexistencia,coexistencia
W2,0.01,0.03,4,232971.1,6497.8,coexistencia,coexistencia
W2,0.01,0.03,5,236734.8,4418.1,coexistencia,coexistencia
W2,0.01,0.05,1,113818.1,58397.9,coexistencia,coexistencia
W2,0.01,0.05,2,112270.7,59331.1,coexistencia,coexistencia
W2,0.01,0.05,3,113589.0,58274.5,coexistencia,coexistencia
W2,0.01,0.05,4,113145.8,58862.6,coexistencia,coexistencia
W2,0.01,0.05,5,114229.4,57981.2,coexistencia,coexistencia
W2,0.01,0.1,1,55608.4,71794.2,coexistencia,coexistencia
W2,0.01,0.1,2,55763.7,72413.2,coexistencia,coexistencia
W2,0.01,0.1,3,55963.2,71775.0,coexistencia,coexistencia
W2,0.01,0.1,4,55783.8,72173.9,coexistencia,coexistencia
W2,0.01,0.1,5,55927.3,71577.8,coexistencia,coexistencia
W2,0.01,0.16,1,36605.9,69532.9,coexistencia,coexistencia
W2,0.01,0.16,2,35653.4,70234.9,coexistencia,coexistencia
W2,0.01,0.16,3,36514.9,69554.3,coexistencia,coexistencia
W2,0.01,0.16,4,35374.0,70121.0,coexistencia,coexistencia
W2,0.01,0.16,5,36333.3,69478.0,coexistencia,coexistencia
W2,0.01,0.2,1,30073.3,66636.5,coexistencia,coexistencia
W2,0.01,0.2,2,29622.6,67554.2,coexistencia,coexistencia
W2,0.01,0.2,3,30014.6,67166.1,coexistencia,coexistencia
W2,0.01,0.2,4,29492.8,67276.0,coexistencia,coexistencia
W2,0.01,0.2,5,29599.5,66664.3,coexistencia,coexistencia
W2,0.01,0.25,1,24445.3,62997.4,coexistencia,coexistencia
W2,0.01,0.25,2,24571.3,63453.3,coexistencia,coexistencia
W2,0.01,0.25,3,23959.7,62856.7,coexistencia,coexistencia
W2,0.01,0.25,4,24320.9,62343.1,coexistencia,coexistencia
W2,0.01,0.25,5,24336.1,62458.7,coexistencia,coexistencia
W2,0.01,0.3,1,20824.0,59965.5,coexistencia,coexistencia
W2,0.01,0.3,2,20492.6,61012.4,coexistencia,coexistencia
W2,0.01,0.3,3,20671.3,60266.7,coexistencia,coexistencia
W2,0.01,0.3,4,20892.7,60791.9,coexistencia,coexistencia
W2,0.01,0.3,5,21863.7,59893.8,coexistencia,coexistencia
W2,0.01,0.35,1,18491.6,58485.6,coexistencia,coexistencia
W2,0.01,0.35,2,17292.9,58778.4,coexistencia,coexistencia
W2,0.01,0.35,3,17455.8,57956.0,coexistencia,coexistencia
W2,0.01,0.35,4,18347.7,58436.3,coexistencia,coexistencia
W2,0.01,0.35,5,18359.4,57987.0,coexistencia,coexistencia
W2,0.01,0.4,1,15605.3,56768.8,coexistencia,indeterminado
W2,0.01,0.4,2,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.4,3,16443.8,56498.2,coexistencia,indeterminado
W2,0.01,0.4,4,15566.9,58027.5,coexistencia,indeterminado
W2,0.01,0.4,5,15348.8,56478.5,coexistencia,indeterminado
W2,0.01,0.42,1,0.0,0.0,extincao_total,extincao_total
W2,0.01,0.42,2,0.0,0.0,extincao_total,extincao_total
W2,0.01,0.42,3,0.0,0.0,extincao_total,extincao_total
W2,0.01,0.42,4,0.0,0.0,extincao_total,extincao_total
W2,0.01,0.42,5,0.0,0.0,extincao_total,extincao_total
W2,0.01,0.45,1,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.45,2,13557.9,55749.2,coexistencia,indeterminado
W2,0.01,0.45,3,14212.7,55754.9,coexistencia,indeterminado
W2,0.01,0.45,4,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.45,5,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.48,1,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.48,2,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.48,3,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.48,4,12249.0,55085.2,coexistencia,indeterminado
W2,0.01,0.48,5,12818.5,54317.1,coexistencia,indeterminado
W2,0.01,0.49,1,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.49,2,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.49,3,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.49,4,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.49,5,12811.5,55173.3,coexistencia,indeterminado
W2,0.01,0.5,1,12668.9,53708.3,coexistencia,indeterminado
W2,0.01,0.5,2,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.5,3,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.5,4,0.0,0.0,extincao_total,indeterminado
W2,0.01,0.5,5,0.0,0.0,extincao_total,indeterminado
W5,0.5,0.01,1,244676.9,0.0,dominancia_presas,dominancia_presas
W5,0.5,0.01,2,244835.2,0.0,dominancia_presas,dominancia_presas
W5,0.5,0.01,3,244392.3,0.0,dominancia_presas,dominancia_presas
W5,0.5,0.01,4,245175.6,0.0,dominancia_presas,dominancia_presas
W5,0.5,0.01,5,244004.2,0.0,dominancia_presas,dominancia_presas
W5,0.5,0.03,1,223060.3,11193.4,coexistencia,coexistencia
W5,0.5,0.03,2,222367.4,11882.1,coexistencia,coexistencia
W5,0.5,0.03,3,227693.0,8474.8,coexistencia,coexistencia
W5,0.5,0.03,4,218810.9,13975.3,coexistencia,coexistencia
W5,0.5,0.03,5,220489.3,12356.6,coexistencia,coexistencia
W5,0.5,0.05,1,118190.0,56209.2,coexistencia,coexistencia
W5,0.5,0.05,2,119541.4,55175.4,coexistencia,coexistencia
W5,0.5,0.05,3,120556.7,54284.9,coexistencia,coexistencia
W5,0.5,0.05,4,119609.2,55113.5,coexistencia,coexistencia
W5,0.5,0.05,5,120294.6,54943.0,coexistencia,coexistencia
W5,0.5,0.1,1,59476.2,68938.2,coexistencia,coexistencia
W5,0.5,0.1,2,61149.4,67639.2,coexistencia,coexistencia
W5,0.5,0.1,3,59648.4,68494.9,coexistencia,coexistencia
W5,0.5,0.1,4,61947.1,66568.5,coexistencia,coexistencia
W5,0.5,0.1,5,60284.8,68434.8,coexistencia,coexistencia
W5,0.5,0.16,1,39542.0,66635.7,coexistencia,coexistencia
W5,0.5,0.16,2,40017.3,64781.5,coexistencia,coexistencia
W5,0.5,0.16,3,39388.0,65569.2,coexistencia,coexistencia
W5,0.5,0.16,4,39168.0,66581.4,coexistencia,coexistencia
W5,0.5,0.16,5,39511.1,66776.6,coexistencia,coexistencia
W5,0.5,0.2,1,32194.9,63546.4,coexistencia,coexistencia
W5,0.5,0.2,2,31735.1,63778.5,coexistencia,coexistencia
W5,0.5,0.2,3,31927.3,63591.3,coexistencia,coexistencia
W5,0.5,0.2,4,33132.0,62222.2,coexistencia,coexistencia
W5,0.5,0.2,5,31751.9,64424.0,coexistencia,coexistencia
W5,0.5,0.25,1,25650.5,60320.3,coexistencia,coexistencia
W5,0.5,0.25,2,26830.9,59503.7,coexistencia,coexistencia
W5,0.5,0.25,3,26837.4,59781.3,coexistencia,coexistencia
W5,0.5,0.25,4,27585.3,58444.3,coexistencia,coexistencia
W5,0.5,0.25,5,26868.0,60596.4,coexistencia,coexistencia
W5,0.5,0.3,1,22705.2,56797.3,coexistencia,coexistencia
W5,0.5,0.3,2,22674.8,56410.5,coexistencia,coexistencia
W5,0.5,0.3,3,22362.3,57413.8,coexistencia,coexistencia
W5,0.5,0.3,4,22244.3,55989.8,coexistencia,coexistencia
W5,0.5,0.3,5,22584.7,58057.3,coexistencia,coexistencia
W5,0.5,0.35,1,19247.5,56728.1,coexistencia,coexistencia
W5,0.5,0.35,2,20213.4,54704.2,coexistencia,coexistencia
W5,0.5,0.35,3,19274.2,55741.2,coexistencia,coexistencia
W5,0.5,0.35,4,20693.5,54853.9,coexistencia,coexistencia
W5,0.5,0.35,5,19426.8,56176.7,coexistencia,coexistencia
W5,0.5,0.4,1,17399.5,54003.1,coexistencia,coexistencia
W5,0.5,0.4,2,17151.5,51645.4,coexistencia,coexistencia
W5,0.5,0.4,3,16984.6,53781.4,coexistencia,coexistencia
W5,0.5,0.4,4,16735.6,53526.7,coexistencia,coexistencia
W5,0.5,0.4,5,16801.9,54856.6,coexistencia,coexistencia
W5,0.5,0.42,1,0.0,0.0,extincao_total,indeterminado
W5,0.5,0.42,2,0.0,0.0,extincao_total,indeterminado
W5,0.5,0.42,3,0.0,0.0,extincao_total,indeterminado
W5,0.5,0.42,4,16856.7,52204.2,coexistencia,indeterminado
W5,0.5,0.42,5,15341.7,54224.7,coexistencia,indeterminado
W5,0.5,0.45,1,14669.1,52711.1,coexistencia,indeterminado
W5,0.5,0.45,2,14795.5,51569.2,coexistencia,indeterminado
W5,0.5,0.45,3,14691.4,52465.2,coexistencia,indeterminado
