W,H,rP,cv_final,log1p_cv,otsu,percentil,mad,kmeans,gmm,probabilidade_alta_gmm
4,0.01,0.035,0.03633744389,0.03569280884,baixa,baixa,baixa,baixa,baixa,0.02413952609
4,0.01,0.037,0.0364956016,0.03584540937,baixa,baixa,baixa,baixa,baixa,0.0241073439
4,0.01,0.04,0.05088045509,0.04962834146,baixa,baixa,baixa,baixa,baixa,0.02274879216
4,0.01,0.042,0.03724070041,0.03656401457,baixa,baixa,baixa,baixa,baixa,0.02396124163
4,0.01,0.045,0.02980402987,0.02936852187,baixa,baixa,baixa,baixa,baixa,0.02585265623
4,0.01,0.047,0.04363195984,0.04270689842,baixa,baixa,baixa,baixa,baixa,0.02306175119
4,0.01,0.05,0.03949968035,0.03873952081,baixa,baixa,baixa,baixa,baixa,0.02357247434
4,0.01,0.052,0.04168033264,0.04083511377,baixa,baixa,baixa,baixa,baixa,0.02327158477
4,0.01,0.055,0.0375758213,0.03688705122,baixa,baixa,baixa,baixa,baixa,0.02389846403
4,0.01,0.057,0.07013030067,0.06778041739,baixa,baixa,baixa,baixa,baixa,0.02545471249
4,0.01,0.06,0.05839017423,0.05674905017,baixa,baixa,baixa,baixa,baixa,0.02317437649
4,0.01,0.065,0.04492842701,0.04394839217,baixa,baixa,baixa,baixa,baixa,0.02295249383
4,0.01,0.07,0.07450389095,0.07185905826,baixa,baixa,baixa,baixa,baixa,0.02688468145
4,0.01,0.075,0.08374968228,0.08042695594,baixa,baixa,baixa,baixa,baixa,0.03122237903
4,0.01,0.08,0.0483670877,0.04723379909,baixa,baixa,baixa,baixa,baixa,0.02277596546
4,0.01,0.1,0.09425128399,0.09007037048,baixa,baixa,baixa,baixa,baixa,0.0390556226
4,0.01,0.11,0.09394578973,0.08979115042,baixa,baixa,baixa,baixa,baixa,0.03877180537
4,0.01,0.12,0.07153889442,0.06909583431,baixa,baixa,baixa,baixa,baixa,0.02587702931
4,0.01,0.14,0.09510452339,0.09084981387,baixa,baixa,baixa,baixa,baixa,0.03986902014
4,0.01,0.16,0.1200695038,0.1133907404,baixa,baixa,baixa,baixa,baixa,0.08428409495
4,0.01,0.17,0.09364308175,0.08951440009,baixa,baixa,baixa,baixa,baixa,0.03849435207
4,0.01,0.18,0.1322299029,0.1241890536,baixa,baixa,baixa,baixa,incerta,0.1319178357
4,0.01,0.2,0.1578694958,0.1465816748,baixa,baixa,baixa,baixa,incerta,0.3551701256
4,0.01,0.22,0.1728110942,0.1594035117,baixa,baixa,baixa,baixa,incerta,0.5723813718
4,0.01,0.25,0.185713331,0.1703445605,baixa,baixa,baixa,baixa,incerta,0.7569479527
4,0.01,0.3,0.1886436177,0.1728128399,baixa,baixa,baixa,baixa,incerta,0.792089331
4,0.01,0.35,0.1862215742,0.1707731079,baixa,baixa,baixa,baixa,incerta,0.7632751727
4,0.01,0.38,0.9563773215,0.6710944576,alta,baixa,alta,alta,alta,1
4,0.01,0.385,0.2567873176,0.2285587169,baixa,baixa,baixa,baixa,alta,0.9990631887
4,0.01,0.395,0.7149856964,0.5394047403,alta,baixa,alta,alta,alta,1
4,0.01,0.4,0.9464392074,0.6660016558,alta,baixa,alta,alta,alta,1
4,0.01,0.41,0.9529958692,0.6693645368,alta,baixa,alta,alta,alta,1
4,0.01,0.415,0.6701090544,0.5128889263,alta,baixa,alta,alta,alta,1
4,0.01,0.42,0.9369690742,0.6611244185,alta,baixa,alta,alta,alta,1
4,0.01,0.43,1.378938975,0.8666545796,alta,alta,alta,alta,alta,1
4,0.01,0.435,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.01,0.44,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.01,0.45,1.406143584,0.8780252934,alta,alta,alta,alta,alta,1
4,0.01,0.455,1.414213562,0.881373587,alta,alta,alta,alta,alta,1
4,0.01,0.46,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.01,0.47,1.377606817,0.8660944427,alta,alta,alta,alta,alta,1
4,0.01,0.48,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
4,0.01,0.49,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
4,0.01,0.5,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
4,0.50,0.01,0.04129332964,0.04046352673,baixa,baixa,baixa,baixa,baixa,0.02331979518
4,0.50,0.03,0.06097440404,0.05918773497,baixa,baixa,baixa,baixa,baixa,0.02349971352
4,0.50,0.032,0.03631843927,0.03567447042,baixa,baixa,baixa,baixa,baixa,0.02414342097
4,0.50,0.035,0.0533757659,0.0520000222,baixa,baixa,baixa,baixa,baixa,0.02280579867
4,0.50,0.037,0.06017448304,0.05843350122,baixa,baixa,baixa,baixa,baixa,0.02338893727
4,0.50,0.04,0.02708248334,0.02672224256,baixa,baixa,baixa,baixa,baixa,0.02680995978
4,0.50,0.042,0.06268535503,0.0607990584,baixa,baixa,baixa,baixa,baixa,0.02376757723
4,0.50,0.045,0.03605924218,0.03542432577,baixa,baixa,baixa,baixa,baixa,0.02419713919
4,0.50,0.047,0.03001715689,0.02957545928,baixa,baixa,baixa,baixa,baixa,0.02578416156
4,0.50,0.05,0.05606433235,0.05454910422,baixa,baixa,baixa,baixa,baixa,0.02296091217
4,0.50,0.052,0.04684621534,0.04578203986,baixa,baixa,baixa,baixa,baixa,0.02283398264
4,0.50,0.055,0.05323099622,0.05186257872,baixa,baixa,baixa,baixa,baixa,0.02280020864
4,0.50,0.057,0.07319720741,0.07064223745,baixa,baixa,baixa,baixa,baixa,0.0264201796
4,0.50,0.06,0.04418510314,0.0432367756,baixa,baixa,baixa,baixa,baixa,0.0230122292
4,0.50,0.065,0.07944872528,0.07645047126,baixa,baixa,baixa,baixa,baixa,0.02895905365
4,0.50,0.07,0.05782314357,0.05621315838,baixa,baixa,baixa,baixa,baixa,0.02311548156
4,0.50,0.075,0.04881012582,0.04765630809,baixa,baixa,baixa,baixa,baixa,0.02276498402
4,0.50,0.08,0.07432730956,0.07169470716,baixa,baixa,baixa,baixa,baixa,0.02681997606
4,0.50,0.1,0.07917964144,0.07620116124,baixa,baixa,baixa,baixa,baixa,0.02883241946
4,0.50,0.11,0.07400746642,0.07139694804,baixa,baixa,baixa,baixa,baixa,0.02670432619
4,0.50,0.12,0.1032377323,0.09824924951,baixa,baixa,baixa,baixa,baixa,0.04938040385
4,0.50,0.14,0.07320100212,0.07064577334,baixa,baixa,baixa,baixa,baixa,0.02642148118
4,0.50,0.16,0.1562992074,0.1452245667,baixa,baixa,baixa,baixa,incerta,0.3353790572
4,0.50,0.17,0.123239313,0.1162167546,baixa,baixa,baixa,baixa,baixa,0.09433590116
4,0.50,0.18,0.1504877578,0.1401859896,baixa,baixa,baixa,baixa,incerta,0.2692731523
4,0.50,0.2,0.1400043423,0.1310320714,baixa,baixa,baixa,baixa,incerta,0.1785668205
4,0.50,0.22,0.1100062915,0.1043656833,baixa,baixa,baixa,baixa,baixa,0.06037555218
4,0.50,0.25,0.1097589698,0.1041428474,baixa,baixa,baixa,baixa,baixa,0.05991282675
4,0.50,0.3,0.1675156101,0.154878081,baixa,baixa,baixa,baixa,incerta,0.4914119808
4,0.50,0.35,0.2312015842,0.2079905903,baixa,baixa,baixa,baixa,alta,0.9905457194
4,0.50,0.38,0.1960109232,0.1789917886,baixa,baixa,baixa,baixa,incerta,0.8652889007
4,0.50,0.385,0.3082451969,0.2686866949,baixa,baixa,baixa,baixa,alta,0.9999955002
4,0.50,0.395,0.2738442494,0.2420392965,baixa,baixa,baixa,baixa,alta,0.9998241963
4,0.50,0.4,0.2044473777,0.1860208541,baixa,baixa,baixa,baixa,alta,0.923093238
4,0.50,0.41,0.3161450287,0.274707031,baixa,baixa,baixa,baixa,alta,0.999998159
4,0.50,0.415,0.941589177,0.6635068012,alta,baixa,alta,alta,alta,1
4,0.50,0.42,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.50,0.43,1.384627212,0.869042807,alta,alta,alta,alta,alta,1
4,0.50,0.435,0.9380192141,0.6616664278,alta,baixa,alta,alta,alta,1
4,0.50,0.44,0.6294435901,0.4882386008,alta,baixa,alta,alta,alta,1
4,0.50,0.45,1.377373229,0.865996193,alta,alta,alta,alta,alta,1
4,0.50,0.455,0.9220339803,0.6533839901,alta,baixa,alta,alta,alta,1
4,0.50,0.46,1,0.6931471806,alta,baixa,alta,alta,alta,1
4,0.50,0.47,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.50,0.48,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.50,0.49,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.50,0.5,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
4,0.99,0.01,0.02548476082,0.02516543817,baixa,baixa,baixa,baixa,baixa,0.02744736581
4,0.99,0.03,0.07652017159,0.07373377577,baixa,baixa,baixa,baixa,baixa,0.02766787174
4,0.99,0.032,0.06971066113,0.06738820175,baixa,baixa,baixa,baixa,baixa,0.02533561205
4,0.99,0.035,0.09329369758,0.08919488085,baixa,baixa,baixa,baixa,baixa,0.03817872556
4,0.99,0.037,0.06491894494,0.06289868822,baixa,baixa,baixa,baixa,baixa,0.02418235121
4,0.99,0.04,0.05510905168,0.0536441281,baixa,baixa,baixa,baixa,baixa,0.02289461967
4,0.99,0.042,0.08341268498,0.08011595267,baixa,baixa,baixa,baixa,baixa,0.03102792138
4,0.99,0.045,0.06541732227,0.06336657431,baixa,baixa,baixa,baixa,baixa,0.0242852321
4,0.99,0.047,0.0475402568,0.04644480339,baixa,baixa,baixa,baixa,baixa,0.02280359087
4,0.99,0.05,0.05797313528,0.05635494113,baixa,baixa,baixa,baixa,baixa,0.02313062815
4,0.99,0.052,0.04618764552,0.04515274298,baixa,baixa,baixa,baixa,baixa,0.02286893692
4,0.99,0.055,0.06114423587,0.05934779372,baixa,baixa,baixa,baixa,baixa,0.02352440895
4,0.99,0.057,0.06536748638,0.06331979728,baixa,baixa,baixa,baixa,baixa,0.02427477174
4,0.99,0.06,0.06773513151,0.06553970558,baixa,baixa,baixa,baixa,baixa,0.02481498141
4,0.99,0.065,0.07015812328,0.06780641633,baixa,baixa,baixa,baixa,baixa,0.0254627166
4,0.99,0.07,0.07110154065,0.06868759617,baixa,baixa,baixa,baixa,baixa,0.02574214029
4,0.99,0.075,0.05278960179,0.05144340482,baixa,baixa,baixa,baixa,baixa,0.0227849015
4,0.99,0.08,0.09072589565,0.0868434339,baixa,baixa,baixa,baixa,baixa,0.03600388548
4,0.99,0.1,0.1176895148,0.1112636213,baixa,baixa,baixa,baixa,baixa,0.077621516
4,0.99,0.11,0.06991613473,0.06758026664,baixa,baixa,baixa,baixa,baixa,0.02539354923
4,0.99,0.12,0.1357814445,0.1273209114,baixa,baixa,baixa,baixa,incerta,0.1513400788
4,0.99,0.14,0.106876574,0.1015421515,baixa,baixa,baixa,baixa,baixa,0.05487963097
4,0.99,0.16,0.1242026852,0.1170740602,baixa,baixa,baixa,baixa,baixa,0.09768414093
4,0.99,0.17,0.1312983036,0.1233659145,baixa,baixa,baixa,baixa,incerta,0.1272975153
4,0.99,0.18,0.1471155688,0.1372505905,baixa,baixa,baixa,baixa,incerta,0.2361967573
4,0.99,0.2,0.1302342758,0.1224249349,baixa,baixa,baixa,baixa,incerta,0.1222451952
4,0.99,0.22,0.1031832124,0.09819983017,baixa,baixa,baixa,baixa,baixa,0.04930457156
4,0.99,0.25,0.146932722,0.1370911808,baixa,baixa,baixa,baixa,incerta,0.2345128545
4,0.99,0.3,0.1784839718,0.1642288428,baixa,baixa,baixa,baixa,incerta,0.6579460946
4,0.99,0.35,0.1212901105,0.1144799068,baixa,baixa,baixa,baixa,baixa,0.08798687269
4,0.99,0.38,0.165484607,0.1531369722,baixa,baixa,baixa,baixa,incerta,0.4610507685
4,0.99,0.385,0.1870376307,0.1714608175,baixa,baixa,baixa,baixa,incerta,0.7732340071
4,0.99,0.395,0.639403721,0.494332591,alta,baixa,alta,alta,alta,1
4,0.99,0.4,0.5820144948,0.4586990316,alta,baixa,alta,alta,alta,1
4,0.99,0.41,0.2084921789,0.1893734494,baixa,baixa,baixa,baixa,alta,0.9424021455
4,0.99,0.415,0.3098370938,0.2699027736,baixa,baixa,baixa,baixa,alta,0.9999962362
4,0.99,0.42,0.5812860106,0.4582384468,alta,baixa,alta,alta,alta,1
4,0.99,0.43,0.274436175,0.2425038651,baixa,baixa,baixa,baixa,alta,0.9998344072
4,0.99,0.435,0.600255455,0.4701632758,alta,baixa,alta,alta,alta,1
4,0.99,0.44,0.1930327475,0.1764985925,baixa,baixa,baixa,baixa,incerta,0.8383621459
4,0.99,0.45,0.6030581382,0.4719131414,alta,baixa,alta,alta,alta,1
4,0.99,0.455,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
4,0.99,0.46,0.9371036078,0.6611938718,alta,baixa,alta,alta,alta,1
4,0.99,0.47,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
4,0.99,0.48,0.9641234054,0.6750460416,alta,baixa,alta,alta,alta,1
4,0.99,0.49,0.9684499153,0.677246388,alta,baixa,alta,alta,alta,1
4,0.99,0.5,2.236067977,1.174359006,alta,alta,alta,alta,alta,1
5,0.01,0.01,0.0825240029,0.07929535423,baixa,baixa,baixa,baixa,baixa,0.03052961345
5,0.01,0.03,0.06492086873,0.06290049474,baixa,baixa,baixa,baixa,baixa,0.02418274099
5,0.01,0.032,0.08237254752,0.07915543495,baixa,baixa,baixa,baixa,baixa,0.03044674801
5,0.01,0.035,0.09666436103,0.0922731737,baixa,baixa,baixa,baixa,baixa,0.04143798179
5,0.01,0.037,0.06734460187,0.06517388351,baixa,baixa,baixa,baixa,baixa,0.02471970429
5,0.01,0.04,0.1996930125,0.1820657012,baixa,baixa,baixa,baixa,incerta,0.8937172571
5,0.01,0.042,0.1119384381,0.1061048329,baixa,baixa,baixa,baixa,baixa,0.06417172812
5,0.01,0.045,0.1498649038,0.1396444605,baixa,baixa,baixa,baixa,incerta,0.262872556
5,0.01,0.047,0.1589880529,0.1475472562,baixa,baixa,baixa,baixa,incerta,0.3697385945
5,0.01,0.05,0.1149568183,0.1088156762,baixa,baixa,baixa,baixa,baixa,0.07079858293
5,0.01,0.052,0.1484894719,0.1384475763,baixa,baixa,baixa,baixa,incerta,0.2492075491
5,0.01,0.055,0.1813627441,0.16666864,baixa,baixa,baixa,baixa,incerta,0.6991801992
5,0.01,0.057,0.09123230019,0.08730760829,baixa,baixa,baixa,baixa,baixa,0.03641327788
5,0.01,0.06,0.1746714979,0.1609885323,baixa,baixa,baixa,baixa,incerta,0.6008386353
5,0.01,0.065,0.1469673251,0.1371213505,baixa,baixa,baixa,baixa,incerta,0.2348306741
5,0.01,0.07,0.1170636226,0.1107034769,baixa,baixa,baixa,baixa,baixa,0.07598424591
5,0.01,0.075,0.1540537304,0.1432807271,baixa,baixa,baixa,baixa,incerta,0.3084791818
5,0.01,0.08,0.1269248892,0.1194925862,baixa,baixa,baixa,baixa,incerta,0.1079608192
5,0.01,0.1,0.3335112685,0.2878155149,baixa,baixa,baixa,baixa,alta,0.9999997581
5,0.01,0.11,0.2077262954,0.1887394971,baixa,baixa,baixa,baixa,alta,0.9391057221
5,0.01,0.12,0.2630636832,0.2335402643,baixa,baixa,baixa,baixa,alta,0.9994879228
5,0.01,0.14,0.2773162646,0.2447612086,baixa,baixa,baixa,baixa,alta,0.9998764397
5,0.01,0.16,0.3516112388,0.301297391,baixa,baixa,baixa,baixa,alta,0.9999999734
5,0.01,0.17,0.3319400661,0.2866365757,baixa,baixa,baixa,baixa,alta,0.9999997083
5,0.01,0.18,0.4561647631,0.3758061048,baixa,baixa,alta,baixa,alta,1
5,0.01,0.2,0.3511841165,0.3009813313,baixa,baixa,baixa,baixa,alta,0.9999999719
5,0.01,0.22,0.2780931089,0.2453692085,baixa,baixa,baixa,baixa,alta,0.9998858764
5,0.01,0.25,0.3112069919,0.2709480809,baixa,baixa,baixa,baixa,alta,0.9999967743
5,0.01,0.3,0.3667784983,0.3124565097,baixa,baixa,baixa,baixa,alta,0.9999999961
5,0.01,0.35,0.4229786634,0.3527523249,baixa,baixa,baixa,baixa,alta,1
5,0.01,0.38,0.9104327285,0.6473297758,alta,baixa,alta,alta,alta,1
5,0.01,0.385,0.8952547595,0.6393532672,alta,baixa,alta,alta,alta,1
5,0.01,0.395,0.4082482905,0.3423465848,baixa,baixa,baixa,baixa,alta,1
5,0.01,0.4,0.3819541972,0.3234985824,baixa,baixa,baixa,baixa,alta,0.9999999995
5,0.01,0.41,0.7098582109,0.5364104495,alta,baixa,alta,alta,alta,1
5,0.01,0.415,1.110951308,0.747138703,alta,alta,alta,alta,alta,1
5,0.01,0.42,1,0.6931471806,alta,baixa,alta,alta,alta,1
5,0.01,0.43,1.341640786,0.8508518745,alta,alta,alta,alta,alta,1
5,0.01,0.435,1.086533734,0.7355041888,alta,baixa,alta,alta,alta,1
5,0.01,0.44,0.7210748743,0.5429490225,alta,baixa,alta,alta,alta,1
5,0.01,0.45,0.4472135955,0.3696400494,baixa,baixa,alta,baixa,alta,1
5,0.01,0.455,0.4472135955,0.3696400494,baixa,baixa,alta,baixa,alta,1
5,0.01,0.46,0.894427191,0.638916519,alta,baixa,alta,alta,alta,1
5,0.01,0.47,1.303840481,0.8345775048,alta,alta,alta,alta,alta,1
5,0.01,0.48,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
5,0.01,0.49,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
5,0.01,0.5,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
5,0.50,0.01,0.06510698601,0.06307525046,baixa,baixa,baixa,baixa,baixa,0.02422071893
5,0.50,0.03,0.05200933916,0.0507019918,baixa,baixa,baixa,baixa,baixa,0.0227642366
5,0.50,0.032,0.04795945147,0.04684489381,baixa,baixa,baixa,baixa,baixa,0.02278842229
5,0.50,0.035,0.08060549618,0.07752152864,baixa,baixa,baixa,baixa,baixa,0.02952276385
5,0.50,0.037,0.122036259,0.115145123,baixa,baixa,baixa,baixa,baixa,0.09035207896
5,0.50,0.04,0.07180589821,0.06934498115,baixa,baixa,baixa,baixa,baixa,0.02596107126
5,0.50,0.042,0.06470486686,0.06269764043,baixa,baixa,baixa,baixa,baixa,0.02413933145
5,0.50,0.045,0.1522463576,0.1417133915,baixa,baixa,baixa,baixa,incerta,0.2880635407
5,0.50,0.047,0.04719266155,0.0461129279,baixa,baixa,baixa,baixa,baixa,0.0228179876
5,0.50,0.05,0.1456556414,0.1359770857,baixa,baixa,baixa,baixa,incerta,0.223059805
5,0.50,0.052,0.116318003,0.1100357723,baixa,baixa,baixa,baixa,baixa,0.07409278302
5,0.50,0.055,0.1275138616,0.1200150864,baixa,baixa,baixa,baixa,incerta,0.1103526498
5,0.50,0.057,0.105591576,0.1003805546,baixa,baixa,baixa,baixa,baixa,0.05283548679
5,0.50,0.06,0.2385436195,0.213936189,baixa,baixa,baixa,baixa,alta,0.9950010291
5,0.50,0.065,0.1007991765,0.09603644014,baixa,baixa,baixa,baixa,baixa,0.04616144233
5,0.50,0.07,0.2207213651,0.1994419669,baixa,baixa,baixa,baixa,alta,0.9774772589
5,0.50,0.075,0.08649310886,0.08295517818,baixa,baixa,baixa,baixa,baixa,0.03292368051
5,0.50,0.08,0.3301900933,0.2853218593,baixa,baixa,baixa,baixa,alta,0.999999641
5,0.50,0.1,0.1234529153,0.1164069028,baixa,baixa,baixa,baixa,baixa,0.09506590288
5,0.50,0.11,0.2044219221,0.1859997191,baixa,baixa,baixa,baixa,alta,0.9229561631
5,0.50,0.12,0.1352945614,0.1268921427,baixa,baixa,baixa,baixa,incerta,0.148499615
5,0.50,0.14,0.3640589232,0.3104647573,baixa,baixa,baixa,baixa,alta,0.9999999945
5,0.50,0.16,0.2269276169,0.2045131721,baixa,baixa,baixa,baixa,alta,0.9864455528
5,0.50,0.17,0.1729095037,0.1594874172,baixa,baixa,baixa,baixa,incerta,0.5738913662
5,0.50,0.18,0.3941167039,0.3322610275,baixa,baixa,baixa,baixa,alta,0.9999999999
5,0.50,0.2,0.2618464694,0.2325761001,baixa,baixa,baixa,baixa,alta,0.9994236649
5,0.50,0.22,0.3739749675,0.3177079749,baixa,baixa,baixa,baixa,alta,0.9999999985
5,0.50,0.25,0.4475236497,0.3698542686,baixa,baixa,alta,baixa,alta,1
5,0.50,0.3,0.2231823913,0.2014559799,baixa,baixa,baixa,baixa,alta,0.981543289
5,0.50,0.35,0.4685309177,0.3842625254,baixa,baixa,alta,baixa,alta,1
5,0.50,0.38,0.4699421098,0.3852230189,baixa,baixa,alta,baixa,alta,1
5,0.50,0.385,0.4732388073,0.3874632474,baixa,baixa,alta,baixa,alta,1
5,0.50,0.395,0.730622633,0.5484812473,alta,baixa,alta,alta,alta,1
5,0.50,0.4,0.5306687578,0.4257047365,baixa,baixa,alta,baixa,alta,1
5,0.50,0.41,0.4091822582,0.3430095774,baixa,baixa,baixa,baixa,alta,1
5,0.50,0.415,0.994936153,0.6906120463,alta,baixa,alta,alta,alta,1
5,0.50,0.42,1.380852793,0.8674587399,alta,alta,alta,alta,alta,1
5,0.50,0.43,1.084900827,0.7347212893,alta,baixa,alta,alta,alta,1
5,0.50,0.435,0.7297520186,0.5479780564,alta,baixa,alta,alta,alta,1
5,0.50,0.44,1.086533734,0.7355041888,alta,baixa,alta,alta,alta,1
5,0.50,0.45,0.7071067812,0.5347999967,alta,baixa,alta,alta,alta,1
5,0.50,0.455,0.6708203932,0.5133147592,alta,baixa,alta,alta,alta,1
5,0.50,0.46,0.894427191,0.638916519,alta,baixa,alta,alta,alta,1
5,0.50,0.47,0.994936153,0.6906120463,alta,baixa,alta,alta,alta,1
5,0.50,0.48,0.692191292,0.5260243115,alta,baixa,alta,alta,alta,1
5,0.50,0.49,0.894427191,0.638916519,alta,baixa,alta,alta,alta,1
5,0.50,0.5,0.894427191,0.638916519,alta,baixa,alta,alta,alta,1
5,0.99,0.01,0.04841482776,0.04727933559,baixa,baixa,baixa,baixa,baixa,0.02277465422
5,0.99,0.03,0.08061607507,0.07753131837,baixa,baixa,baixa,baixa,baixa,0.02952806621
5,0.99,0.032,0.08682268008,0.08325846703,baixa,baixa,baixa,baixa,baixa,0.03314287056
5,0.99,0.035,0.1305375214,0.1226932023,baixa,baixa,baixa,baixa,incerta,0.1236612042
5,0.99,0.037,0.1782049522,0.1639920533,baixa,baixa,baixa,baixa,incerta,0.653848597
5,0.99,0.04,0.1851739874,0.1698895887,baixa,baixa,baixa,baixa,incerta,0.7501311651
5,0.99,0.042,0.1317465195,0.123762032,baixa,baixa,baixa,baixa,incerta,0.1294970832
5,0.99,0.045,0.107691802,0.1022783926,baixa,baixa,baixa,baixa,baixa,0.05623831934
5,0.99,0.047,0.1700671291,0.1570611225,baixa,baixa,baixa,baixa,incerta,0.5302542487
5,0.99,0.05,0.105355946,0.1001674062,baixa,baixa,baixa,baixa,baixa,0.05247314391
5,0.99,0.052,0.08395303951,0.08061458059,baixa,baixa,baixa,baixa,baixa,0.03134121041
5,0.99,0.055,0.08336042151,0.08006771183,baixa,baixa,baixa,baixa,baixa,0.03099803723
5,0.99,0.057,0.09266053573,0.08861558065,baixa,baixa,baixa,baixa,baixa,0.03761909831
5,0.99,0.06,0.1226099426,0.1156562802,baixa,baixa,baixa,baixa,baixa,0.09222506416
5,0.99,0.065,0.1018132164,0.09695720126,baixa,baixa,baixa,baixa,baixa,0.04745792828
5,0.99,0.07,0.1203632322,0.1136529472,baixa,baixa,baixa,baixa,baixa,0.08515672539
5,0.99,0.075,0.1613123576,0.1495507084,baixa,baixa,baixa,baixa,incerta,0.4011847206
5,0.99,0.08,0.2063488992,0.1875983593,baixa,baixa,baixa,baixa,alta,0.9327661775
5,0.99,0.1,0.2616625821,0.2324303608,baixa,baixa,baixa,baixa,alta,0.999413306
5,0.99,0.11,0.2216691771,0.2002181016,baixa,baixa,baixa,baixa,alta,0.9791320973
5,0.99,0.12,0.2217612689,0.2002934807,baixa,baixa,baixa,baixa,alta,0.9792867656
5,0.99,0.14,0.3373684169,0.2907038151,baixa,baixa,baixa,baixa,alta,0.9999998477
5,0.99,0.16,0.271939635,0.240543007,baixa,baixa,baixa,baixa,alta,0.9997870396
5,0.99,0.17,0.2440148218,0.2183439089,baixa,baixa,baixa,baixa,alta,0.9969344919
5,0.99,0.18,0.3332550176,0.2876233339,baixa,baixa,baixa,baixa,alta,0.9999997506
5,0.99,0.2,0.2209098291,0.1995963424,baixa,baixa,baixa,baixa,alta,0.9778156242
5,0.99,0.22,0.3083122138,0.2687379201,baixa,baixa,baixa,baixa,alta,0.9999955339
5,0.99,0.25,0.1545140095,0.1436794844,baixa,baixa,baixa,baixa,incerta,0.3138557936
5,0.99,0.3,0.3083122138,0.2687379201,baixa,baixa,baixa,baixa,alta,0.9999955339
5,0.99,0.35,0.4652342203,0.382015107,baixa,baixa,alta,baixa,alta,1
5,0.99,0.38,0.3575022973,0.3056464652,baixa,baixa,baixa,baixa,alta,0.9999999873
5,0.99,0.385,0.4490028994,0.3708756643,baixa,baixa,alta,baixa,alta,1
5,0.99,0.395,0.5686685919,0.4502272289,alta,baixa,alta,alta,alta,1
5,0.99,0.4,0.3764890042,0.3195360573,baixa,baixa,baixa,baixa,alta,0.9999999989
5,0.99,0.41,0.4078492204,0.3420631642,baixa,baixa,baixa,baixa,alta,1
5,0.99,0.415,0.6741998625,0.5153353571,alta,baixa,alta,alta,alta,1
5,0.99,0.42,0.4699421098,0.3852230189,baixa,baixa,alta,baixa,alta,1
5,0.99,0.43,0.7028976622,0.5323313072,alta,baixa,alta,alta,alta,1
5,0.99,0.435,0.3900640733,0.329349842,baixa,baixa,baixa,baixa,alta,0.9999999998
5,0.99,0.44,0.7126096407,0.5380183129,alta,baixa,alta,alta,alta,1
5,0.99,0.45,0.7126096407,0.5380183129,alta,baixa,alta,alta,alta,1
5,0.99,0.455,0.6972166888,0.5289896674,alta,baixa,alta,alta,alta,1
5,0.99,0.46,1.04163396,0.7137504482,alta,baixa,alta,alta,alta,1
5,0.99,0.47,0.9583148475,0.6720843317,alta,baixa,alta,alta,alta,1
5,0.99,0.48,1.376314286,0.8655506679,alta,alta,alta,alta,alta,1
5,0.99,0.49,0,0,baixa,baixa,baixa,baixa,baixa,0.04959952211
5,0.99,0.5,1.369306394,0.8625972515,alta,alta,alta,alta,alta,1
